STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,SPECIES,Species,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVENTION,Agricultural convention,CURRENCY,Currency
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,1995,,3500,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,1996,,3400,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,1997,,3250,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,1998,,3155,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,1999,,1327,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2000,,1173,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2001,,1136,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2002,,1115,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2003,,1080,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2004,,1055,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2005,,1020,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2006,,1000,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2007,,970,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2008,,950,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2009,,920,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2010,,900,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2011,,870,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2012,,470,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2013,,146,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2014,,99.229,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2015,,103.112,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2016,,15.191,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2017,,21.193,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2018,,30.042,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2019,,33.454,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2020,,33.788,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,FRA,France,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2021,,29.991,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,1995,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,1996,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,1997,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,1998,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,1999,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,2000,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,2001,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,2002,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,2003,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,2004,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,2005,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,2006,,1,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,NOR,Norway,A,Annual,INLAND_FISH,Inland fisheries,11,"Carps, barbels and other cyprinids",T,Tonnes,2007,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,1995,,39471,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,1996,,37073,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,1997,,31645,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,1998,,31179,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,1999,,33544,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2000,,33148,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2001,,40741,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2002,,30839,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2003,,30792,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2004,,29091,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2005,,27258,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2006,,28706,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2007,,28301,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2008,,29845,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2009,,27356,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2010,,28432,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2011,,26811,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2012,,27020,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2013,,27249,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2014,,26903,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2015,,25500,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2016,,25500,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2017,,25500,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2018,,25500,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2019,,25500,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2020,,25500,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BRA,Brazil,A,Annual,INLAND_FISH,Inland fisheries,PRL,Prochilods nei [Prochilodus spp],T,Tonnes,2021,,25500,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,1995,,7895,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,1996,,6395,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,1997,,4850,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,1998,,6200,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,1999,,4667,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2000,,4497,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2001,,5898,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2002,,6155,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2003,,6332,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2004,,5920,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2005,,4773,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2006,,5137,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2007,,4629,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2008,,3542,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2009,,3221,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2010,,3493,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2011,,4342,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2012,,2440,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2013,,2120,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2014,,2205,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2015,,1957,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,TUR,Türkiye,A,Annual,INLAND_FISH,Inland fisheries,13,Miscellaneous freshwater fishes,T,Tonnes,2016,,1910,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
