STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,FLEET_SIZE,Fleet size,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVENTION,Agricultural convention
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,LOA_75,75 m and over,2017,,3,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,LOA_75,75 m and over,2018,,3,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,LOA_75,75 m and over,2019,,3,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,LOA_75,75 m and over,2020,,2,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2003,,0,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2004,,11,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2005,,15,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2006,,17,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2007,,20,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2008,,23,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2009,,25,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2010,,24,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2011,,1,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2012,,0,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2013,,0,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2014,,0,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2015,,0,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2016,,0,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2017,,0,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2018,,0,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2019,,0,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CRI,Costa Rica,A,Annual,VES,Vessels,VS,Vessels,LOA_30_36,30-35.9 m,2020,,0,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2004,,24928,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2005,,24260,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2006,,20711,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2007,,19337,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2008,,17816,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2009,,14538,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2010,,14671,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2011,,14282,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2012,,15157,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2013,,13387,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2014,,13339,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2015,,13471,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2016,,14254,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2017,,14086,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2018,,15776,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2019,,15708,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,_T,Total,2020,,17594,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2004,,203,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2005,,203,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2006,,282,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2007,,282,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2008,,282,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2009,,399,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2010,,516,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2011,,516,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2012,,516,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2013,,633,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2014,,754,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2015,,633,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2016,,633,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2017,,633,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2018,,746,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2019,,746,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,EST,Estonia,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_18_24,18-23.9 m,2020,,746,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2006,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2007,,3886,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2008,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2009,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2010,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2011,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2012,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2013,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2014,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2015,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2016,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2017,,1943,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2018,,3353,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2019,,4715,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,LTU,Lithuania,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_60_75,60-74.9 m,2020,,4715,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2004,,20,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2005,,20,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2006,,20,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2007,,20,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2008,,19,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2009,,19,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2010,,19,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2011,,19,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2012,,15,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2013,,13,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2014,,13,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2015,,13,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2016,,12,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2017,,12,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2018,,15,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2019,,15,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,SVN,Slovenia,A,Annual,VES,Vessels,VS,Vessels,LOA_12_18,12-17.9 m,2020,,15,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2006,,4744.49,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2007,,2916.38,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2008,,5760,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2009,,5126,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2010,,4986,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2011,,4909,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2012,,258596,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2013,,116,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2014,,433.45,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2015,,100.34,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2016,,102.91,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2017,,97.01,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,GT,Gross tonnage,LOA_UNK,LOA unknown,2018,,66.46,,A,Normal value,,,0,Units,0,Zero,,
