STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,FLEET_SIZE,Fleet size,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVENTION,Agricultural convention
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,1998,,20706,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,1999,,18331,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2000,,17473,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2001,,16759,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2002,,14257,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2003,,12827,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2004,,13931,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2005,,13754,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2006,,13493,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2007,,13347,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2008,,12798,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2009,,12571,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2010,,12256,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2011,,11799,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2012,,11263,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2013,,10865,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2014,,10480,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2015,,10111,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2016,,9922,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2017,,9667,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2018,,9475,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2019,,7907.749071618,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CAN,Canada,A,Annual,VES,Vessels,VS,Vessels,LOA_6_12,6-11.9 m,2020,,7898.396875921,,A,Normal value,,,0,Units,0,Zero,,
