STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,SPECIES,Species,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVENTION,Agricultural convention,CURRENCY,Currency
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LTU,Lithuania,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2017,,1091,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LTU,Lithuania,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2018,,926,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LTU,Lithuania,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2019,,1278.545,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LTU,Lithuania,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2020,,1340.842,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LTU,Lithuania,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2021,,984.438,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LTU,Lithuania,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2010,,1310,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LTU,Lithuania,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2011,,1474,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BGD,Bangladesh,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2012,,957095,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CRI,Costa Rica,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2016,,50,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CRI,Costa Rica,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2017,,50,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CRI,Costa Rica,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2018,,50,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CRI,Costa Rica,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2019,,50,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CRI,Costa Rica,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2020,,50,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CRI,Costa Rica,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2021,,50,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CRI,Costa Rica,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2010,,100,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CRI,Costa Rica,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2011,,100,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,MYS,Malaysia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2012,,5042,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,MYS,Malaysia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2013,,5641,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,MYS,Malaysia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2014,,6520,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,EST,Estonia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2017,,3036,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,EST,Estonia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2018,,3243,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,EST,Estonia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2019,,3014,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,EST,Estonia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2020,,3715.272,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,EST,Estonia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2021,,2794.562,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2012,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2013,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2014,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2015,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2016,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2017,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2018,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2019,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2020,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2021,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LUX,Luxembourg,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2010,,0,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BEL,Belgium,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2021,,283,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BEL,Belgium,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2010,,511,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,BEL,Belgium,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2011,,283,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2012,,15872,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2013,,16102,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2014,,15774,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2015,,21349,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2016,,20673,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2017,,18773,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2018,,17997,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2019,,17169.8,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2020,,16945.5,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2021,,16724.2,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2010,,15010,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,DEU,Germany,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2011,,15705,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2012,,32783.06,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2013,,32745.063,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2014,,31322.978,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2015,,32203.049,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2016,,34948.604,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2017,,32556.51,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2018,,43124.177,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2019,,26543.612,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2020,,21863.9,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2021,,21864.3,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2010,,27385,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,CAN,Canada,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2011,,25744,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2012,,390718,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2013,,409702,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2014,,443478,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2015,,471919,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2016,,431196,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2017,,466632,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2018,,657385.875,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2019,,710291.343,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2020,,496072.047,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2021,,463823.695,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2010,,341393,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,IDN,Indonesia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2011,,365327,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2012,,6050,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2013,,6050,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2014,,6050,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2015,,6050,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2016,,6050,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2017,,6050,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2018,,6050,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2019,,6050,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2020,,6050,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2021,,6000,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2010,,6000,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,ESP,Spain,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2011,,6000,,E,Estimated value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LVA,Latvia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2012,,293,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LVA,Latvia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2013,,313,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LVA,Latvia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2014,,272,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LVA,Latvia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2015,,226,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LVA,Latvia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2016,,243,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LVA,Latvia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2017,,226,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LVA,Latvia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2018,,302,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LVA,Latvia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2019,,298,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LVA,Latvia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2020,,229,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_PROD@DF_FISH_INLAND(1.0),Inland fisheries,I,LVA,Latvia,A,Annual,INLAND_FISH,Inland fisheries,_T,Total,T,Tonnes,2021,,214.11,,A,Normal value,,,0,Units,0,Zero,LW,Live weight,,
