STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,FLEET_SIZE,Fleet size,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVENTION,Agricultural convention
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,IDN,Indonesia,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,829512,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,IDN,Indonesia,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,815544,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,IDN,Indonesia,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2015,,768123,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,IDN,Indonesia,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2016,,726984,,P,Provisional value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,IDN,Indonesia,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2017,,728656.0632,,E,Estimated value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,IDN,Indonesia,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2018,,719769,,P,Provisional value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,846,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,841,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,848,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,845,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,830,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2015,,829,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2016,,844,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2017,,849,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2018,,832,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2019,,836,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,NLD,Netherlands,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2020,,834,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ESP,Spain,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,10855,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ESP,Spain,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,10510,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ESP,Spain,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,10121,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ESP,Spain,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,9873,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TUR,Türkiye,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,17165,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TUR,Türkiye,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,16998,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TUR,Türkiye,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,16437,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TUR,Türkiye,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,15877,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,FRA,France,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2020,,6224,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,13431,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,13023,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,12696,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,12593,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,12435,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2015,,12300,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2016,,12260,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2017,,12252,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2018,,12102,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2019,,12125,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ITA,Italy,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2020,,12152,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,7815,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,8568,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,9603,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,8644,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,7154,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2015,,9391,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2016,,9540,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2017,,9622,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2018,,9563,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2019,,8872,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHL,Chile,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2020,,8350,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,THA,Thailand,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,15381,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,THA,Thailand,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,17203,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,THA,Thailand,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,18089,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,THA,Thailand,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,16548,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,THA,Thailand,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,23556,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,THA,Thailand,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2015,,25231,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,2820,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,2783,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,2739,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,2625,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,2447,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2015,,2356,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2016,,2261,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2017,,2198,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2018,,2123,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2019,,2077,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,DNK,Denmark,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2020,,2033,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ISL,Iceland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,1375,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ISL,Iceland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,1421,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ISL,Iceland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,1449,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ISL,Iceland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,1427,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ISL,Iceland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,1370,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ISL,Iceland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2015,,1312,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ISL,Iceland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2016,,1279,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ISL,Iceland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2017,,1216,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,ISL,Iceland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2018,,1148,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,23782,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,23557,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,23441,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,23012,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,22771,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2015,,22695,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2016,,22567,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2017,,22433,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2018,,21908,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2019,,21689,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,TWN,Chinese Taipei,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2020,,21772,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,AUT,Austria,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,190,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,AUT,Austria,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,180,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,AUT,Austria,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,180,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,AUT,Austria,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,180,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,AUT,Austria,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,180,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,AUT,Austria,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2015,,180,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,AUT,Austria,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2016,,180,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,AUT,Austria,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2017,,180,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,1065645,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,1069577,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,1069910,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,1071664,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,1065319,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2015,,1042489,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2016,,1011071,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2017,,946160,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2018,,863892,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2019,,731169,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,CHN,China (People’s Republic of),A,Annual,VES,Vessels,VS,Vessels,_T,Total,2020,,563262,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,POL,Poland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2010,,793,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,POL,Poland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2011,,790,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,POL,Poland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2012,,798,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,POL,Poland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2013,,838,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_FLEET@DF_FISH_FLEET(1.0),Fishing fleet,I,POL,Poland,A,Annual,VES,Vessels,VS,Vessels,_T,Total,2014,,873,,A,Normal value,,,0,Units,0,Zero,,
